;Fase;Banco;Tipo.de.tronadura;Tipo.Material;M;Dominio.Estructural;Diametro;B;S;Tiempo.entre.Pozos..MS.;TIEMPO.ENTRE.FILAS..MS.;Fc;Tipo.Explosivo;P10;P20;P30;P40;P50;P60;P70;P80;P90;P100;Este;Norte;Cota
1503;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;61;140;C;0,5118113;0,7480319;1,0236226;1,3385834;1,7716545;2,362206;2,9527575;3,8976399;5,3937037;8,5433117;59267;91524,5;3440
1504;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;504;C;0,6299216;0,8661422;1,1417329;1,4173236;1,8503947;2,4409462;3,5039389;5,5511841;7,87402;13,0708732;59116,9;90291,8;2840
1505;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,4330711;0,6299216;0,787402;0,9842525;1,2992133;1,7322844;2,2834658;3,1889781;4,3700811;9,1338632;59129,4;91475,6;3440
1506;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;504;C;0,12;0,16;0,47;0,71;1,18;2,52;4,17;5,63;7,83;13,7;59138,66;90299,46;2840
1507;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,08;0,08;0,12;0,31;0,55;1,46;2,8;4,09;5,51;9,88;59163,06;91489,74;3440
1508;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,12;0,39;0,55;0,75;0,98;1,46;2,28;3,62;5,75;9,69;59280,53;91475,34;3440
1509;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;504;C;0,12;0,43;0,59;0,79;1,18;2,17;3,7;5,98;8,74;11,77;59119,17;90322,32;2840
1510;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,16;0,24;0,28;0,39;0,75;1,85;2,91;3,86;5,04;10,35;59186,63;91498,74;3440
1511;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,08;0,2;0,47;0,63;0,83;1,18;1,89;3,45;4,96;9,49;59313,74;91440,74;3440
1512;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;504;C;0,12;0,39;0,51;0,79;1,06;1,81;3,39;5,51;7,91;11,26;59103,87;90336,18;2840
1513;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,35;0,51;0,71;0,94;1,38;1,89;2,6;3,54;4,33;7,28;59219,85;91517,37;3440
1514;Stage 2;3440;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;43;134;C;0,16;0,39;0,51;0,59;0,87;1,26;2,36;3,98;5,47;11,54;59474,79;91655,69;3440
1515;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;504;C;0,16;0,59;0,91;1,34;1,93;2,76;3,98;5,67;7,83;13,7;59068,48;90322,3;2840
1516;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,12;0,39;0,51;0,67;0,94;1,46;2,32;3,74;5,47;9,53;59251,79;91471,02;3440
1517;Stage 2;3440;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;43;134;C;0,12;0,31;0,47;0,55;0,83;1,14;2,09;3,86;5,83;8,65;59506,38;91626,4;3440
1518;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;7;31;532;C;0,08;0,12;0,16;0,47;0,87;1,57;3,5;5,55;9,53;15,75;59033,5;90305,49;2840
1519;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,24;0,47;0,79;1,26;1,73;2,17;2,64;3,79;4,8;8,07;59236,38;91442,69;3440
1520;Stage 2;3440;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;43;134;C;0,24;0,31;0,39;0,71;1,3;2,2;2,95;3,86;5,08;8,5;59536,62;91609,03;3440
1521;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;7;31;532;C;0,43;0,75;1,06;1,54;2,17;3,11;4,02;5,35;8,23;14,8;58964,55;90328,95;2840
1522;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,31;0,39;0,43;0,55;0,94;1,73;2,76;3,82;5;9,65;59230,49;91419,91;3440
1523;Stage 2;3440;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;43;134;C;0,31;0,39;0,47;0,59;0,98;1,73;2,87;3,98;5,16;8,66;59546,11;91671,29;3440
1524;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;7;31;532;C;0,39;0,71;1,02;1,54;2,2;3,11;4,17;5,59;8,31;14,8;58953,21;90358,31;2840
1525;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,35;0,39;0,43;0,51;0,79;1,38;2,32;3,58;4,8;7,64;59247,27;91408,57;3440
1526;Stage 2;3440;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;43;134;C;0,31;0,39;0,51;0,67;1,14;1,85;2,95;3,94;5,04;8,66;59522,94;91536,72;3440
1527;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;7;31;532;C;0,5118113;0,787402;1,0629927;1,3779535;1,9291349;2,7952771;4,1338605;5,8267748;7,9921303;11,5354393;58917,4;90461,2;2840
1528;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,1968505;0,393701;0,8267721;1,4960638;2,0472452;2,4803163;3,1102379;3,8188997;4,5669316;6,1023655;59219,3;91391,1;3440
1529;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;7;31;532;C;0,8661422;1,2992133;1,8503947;2,4015761;2,9921276;3,7401595;4,6850419;5,7874047;7,086618;10,7874074;58919,7;90326;2840
1530;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,3149608;0,6692917;0,9448824;1,2204731;1,5354339;2,0078751;2,6377967;3,5826791;5,1968532;9,9212652;59217,2;91364,8;3440
1531;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,5118113;0,8267721;1,1417329;1,574804;2,3228359;3,3464585;4,4881914;5,8267748;8,0708705;13,5826845;59042,9;90562,8;2840
1532;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,5511814;0,787402;1,0236226;1,4960638;1,968505;2,5590565;3,0314977;3,7007894;4,5669316;7,0472479;59278,3;91357,1;3440
1533;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,5511814;0,9448824;1,6141741;2,3228359;2,9527575;3,8188997;4,5669316;5,6299243;7,6771695;9,6063044;59062,7;90560,7;2840
1534;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,4330711;0,5905515;0,8267721;1,2204731;1,6141741;2,1259854;2,7165369;3,5826791;4,5669316;8,9370127;59362,9;91413,5;3440
1535;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,5905515;0,8661422;1,3385834;1,968505;2,8346472;3,7401595;4,8818924;5,8267748;7,3228386;10,0000054;59063,6;90554,6;2840
1536;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,4724412;0,8661422;1,4960638;2,0472452;2,4803163;2,8346472;3,149608;3,7007894;4,330711;6,0236253;59399,5;91430,9;3440
1537;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,5118113;0,7480319;1,0236226;1,3779535;1,9291349;2,9527575;3,93701;5,5905542;7,5196891;12,6771722;59091,1;90547,6;2840
1538;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;126;C;0,6692917;0,9055123;1,1417329;1,3779535;1,6929143;2,0472452;2,6377967;3,3858286;4,4488213;8,2283509;59321,4;91595,7;3425
1539;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,7480319;1,2204731;1,6535442;2,0866153;2,755907;3,543309;4,4488213;5,6692944;7,3228386;9,6456745;59106;90546;2840
1540;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;126;C;0,7086618;0,9448824;1,181103;1,4566937;1,7716545;2,2440957;2,8740173;3,6614193;4,8425223;8,267721;59336;91626;3425
1541;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,6692917;1,1417329;1,8110246;2,5196864;3,1889781;3,9763801;4,7637821;5,7086645;6,9291376;10,0787456;59111;90535;2840
1542;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;126;C;0,3543309;0,6299216;0,9055123;1,2598432;1,7322844;2,4409462;3,2677183;4,2126007;5,7874047;11,6141795;59357;91638;3425
1543;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,6299216;1,0236226;1,4960638;2,2047256;3,1102379;4,1338605;5,0000027;5,905515;7,0078778;11,1023682;59097;90523;2840
1544;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;126;C;0,393701;0,6692917;0,9448824;1,2204731;1,6141741;2,2047256;2,9921276;3,8582698;4,8425223;7,7559097;59385;91654;3425
1545;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,7086618;1,0629927;1,4960638;2,0866153;3,0314977;3,9763801;4,9212625;5,8267748;7,1653582;12,0078805;59158;90311;2840
1546;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;126;C;0,5511814;0,787402;1,1417329;1,6535442;2,362206;2,9921276;3,4645688;4,0551203;4,9606326;7,480319;59399,098;91601,576;3424,774
1547;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,7086618;1,0629927;1,4566937;2,2047256;3,3070884;4,2126007;5,0393728;5,7874047;6,9291376;11,5748094;59166;90321;2840
1548;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;126;C;0,5118113;0,8267721;1,181103;1,574804;2,0078751;2,5984266;3,1889781;3,8976399;4,8425223;7,480319;59392,524;91582,364;3424,603
1549;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,1574804;0,5511814;0,8267721;1,0629927;1,4173236;1,8503947;2,6377967;3,543309;4,9212625;11,2204785;59191;91382;3440
1550;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,5511814;0,9448824;1,3385834;1,9291349;2,8740173;3,7401595;4,8031522;5,8661449;7,6377994;11,5354393;59172;90346;2840
1551;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;126;C;0,5118113;0,8267721;1,2204731;1,6929143;2,1653555;2,6771668;3,3464585;3,8582698;4,9212625;8,3464612;59354,509;91562,128;3424,985
1552;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;201;C;0,5511814;0,8267721;1,2204731;1,6929143;2,0866153;2,5984266;3,0708678;3,7007894;4,6850419;7,5984293;59174;91368;3440
1553;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,4724412;0,7086618;1,0236226;1,6929143;2,7952771;3,7401595;4,8031522;5,8267748;7,2440984;10,236226;59128,7;90377,3;2840
1554;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;201;C;0,3149608;0,5905515;0,9842525;1,4566937;1,8897648;2,4015761;3,0708678;3,8188997;5,0393728;7,480319;59140,2;91351,3;3440
1555;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,393701;1,0236226;2,0472452;3,0314977;3,6614193;4,2519708;5,2362233;5,8661449;7,0078778;9,4094539;59124;90497,9;2840
1556;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,3149608;0,5905515;0,8661422;1,2992133;1,9291349;2,6377967;3,3070884;3,8188997;4,6850419;6,9685077;59154,3;91408,5;3440
1557;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,3149608;0,7480319;1,6535442;2,6771668;3,3464585;3,93701;4,8031522;5,6692944;6,7322871;9,4094539;59080,5;90445,2;2840
1558;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;61;140;C;0,2755907;0,5118113;0,787402;1,181103;1,7322844;2,4409462;3,1102379;3,93701;4,9606326;8,9763828;59290,39;91683,82;3440
1559;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,4330711;0,787402;1,5354339;2,2440957;3,0708678;3,8582698;4,8818924;5,8267748;7,9527602;11,81103;59103,7;90448,3;2840
1560;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,6299216;1,0629927;1,5354339;2,1653555;2,8740173;3,7795296;4,6850419;5,7874047;7,9133901;11,1023682;59143,5;90380,7;2840
1561;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;143;C;0,2755907;0,4724412;0,7086618;1,0236226;1,574804;2,2834658;3,0708678;3,8188997;4,724412;7,0472479;59425,8;91560,9;3425
1562;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,5905515;1,2204731;1,9291349;2,6377967;3,3070884;3,9763801;4,724412;5,5511841;6,8110273;13,385834;59153,5;90404,7;2840
1563;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;143;C;0,4724412;0,9055123;1,3779535;1,6535442;2,0078751;2,4015761;2,8740173;3,5826791;4,1732306;4,9606326;59454,3;91536,9;3425
1564;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,3149608;1,181103;2,2047256;3,1102379;3,6220492;4,3700811;5,0787429;6,0236253;6,8503974;10,5118167;59156,9;90433,3;2840
1565;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;143;C;0,3543309;0,5511814;0,9055123;1,4173236;1,8503947;2,362206;2,9133874;3,6220492;4,5275615;5,9448851;59470,9;91512,6;3425
1566;Stage 4;2840;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;485;C;0,5511814;1,3779535;2,2047256;2,7952771;3,5826791;4,1732306;5,0393728;5,8267748;7,0078778;10,5905569;59166,9;90442,6;2840
1567;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;143;C;0,393701;0,7086618;1,1417329;1,5354339;2,0078751;2,4803163;3,0314977;3,6614193;4,5275615;6,4173263;59459,2;91492,3;3425
1568;Stage 4;2825;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;538;C;0,3543309;1,0236226;1,8110246;2,5590565;3,3464585;3,8582698;4,8818924;5,7086645;6,8503974;9,6456745;58978,8;90419,2;2825
1569;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;143;C;0,3543309;0,6299216;1,1417329;1,574804;1,968505;2,5196864;3,1102379;3,6614193;4,8425223;6,2204758;59217,4;91612,2;3425
1570;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;143;C;0,31;0,51;0,91;1,5;2,05;2,64;3,27;4,06;5,08;6,73;59089;91440,27;3425
1571;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;155;C;0,31;0,51;0,87;1,34;1,81;2,28;2,8;3,5;4,61;6,5;59307,43;91524,1;3440
1572;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;143;C;0,08;0,08;0,12;0,35;0,59;1,06;2,36;3,86;6,22;12,95;59292,06;91513,1;3425
1573;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;143;C;0,12;0,31;0,51;0,63;0,94;1,54;2,64;3,94;5,47;13,15;59369,31;91463,47;3425
1574;Stage 4;2825;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;538;C;0,16;0,63;0,98;1,57;2,4;3,27;4,33;5,79;8,23;18,5;58973,87;90459,86;2825
1575;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;143;C;0,08;0,31;0,47;0,67;1,1;1,81;2,72;3,9;5,47;11,02;59379,86;91446,51;3425
1576;Stage 1;3470;Tronadura 2;Roca 2;L2;Noreste;12,25;11;12;17;84;151;C;0,31;0,43;0,55;0,83;1,18;1,81;2,72;3,62;4,84;7,56;59663,88;91611,22;3470
1577;Stage 4;2825;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;538;C;0,39;0,79;1,22;1,97;3,03;3,86;4,65;5,91;7,32;13,7;58954,58;90503,3;2825
1578;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;143;C;0,31;0,51;0,75;1,1;1,54;1,97;2,6;3,95;5,67;8,74;59422,55;91450,6;3425
1579;Stage 1;3470;Tronadura 2;Roca 2;L2;Noreste;12,25;11;12;17;84;151;C;0,16;0,59;0,87;1,18;1,57;2,24;3,23;4,45;6,18;11,46;59679,51;91587,71;3470
1580;Stage 4;2825;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;538;C;0,35;0,79;1,22;2,05;3,03;3,86;4,72;5,75;7,4;16,77;58947,4;90528,16;2825
1581;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;143;C;0,2;0,39;0,59;0,87;1,38;1,97;2,76;3,7;4,88;8,74;59426,2;91410,35;3425
1582;Stage 1;3470;Tronadura 2;Roca 2;L2;Noreste;12,25;11;12;17;84;151;C;0,39;0,67;0,94;1,22;1,54;2,01;2,64;3,62;6,18;11,61;59659;9157307;3470
1583;Stage 4;2825;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;538;C;0,39;0,71;1,1;1,73;2,72;3,66;4,57;5,47;7,09;16,77;58938,98;90560,84;2825
1584;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;143;C;0,2;0,35;0,55;0,83;1,3;1,81;2,52;3,46;4,53;8,74;59480,85;91466,67;3425
1585;Stage 2;3440;Tronadura 2;Roca 2;L8;Noreste;12,25;13;14;7;42;151;C;0,28;0,47;0,71;1,06;1,54;2,05;2,68;3,62;5,83;8,98;59118,12;91564,49;3440
1586;Stage 1;3470;Tronadura 2;Roca 2;L2;Noreste;12,25;11;12;17;84;151;C;0,31;0,63;0,87;1,14;1,5;1,97;2,6;3,66;6,18;11,61;59663,59;91558,81;3470
1587;Stage 4;2825;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;538;C;0,31;0,71;1,06;1,69;2,56;3,35;4,29;5,59;7,28;18,5;58899,13;90554,44;2825
1588;Stage 4;2825;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;538;C;0,2362206;0,5905515;0,9842525;1,7716545;2,9527575;3,93701;4,9606326;5,6692944;7,1259881;10,9842579;58869,3;90549,2;2825
1589;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;143;C;0,3149608;0,5511814;0,8661422;1,3779535;1,968505;2,5196864;3,0314977;3,8976399;5,0787429;7,480319;59512;91400,4;3425
1590;Stage 4;2825;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;476;C;0,5905515;1,1417329;1,8897648;2,8740173;3,5826791;4,1732306;4,7637821;5,905515;6,7322871;8,7007921;58978,1;90567,3;2825
1591;Stage 2;3440;Tronadura 2;Roca 2;L8;Noreste;12,25;13;14;7;42;151;C;0,393701;0,5511814;0,787402;1,2598432;1,7322844;2,4409462;3,149608;3,6614193;4,5275615;5,5511841;59344,7;91405,2;3425
1592;Stage 2;3440;Tronadura 2;Roca 2;L8;Noreste;12,25;13;14;7;42;151;C;0,5118113;0,7480319;1,0236226;1,4173236;1,8897648;2,362206;2,9921276;3,7007894;4,724412;8,1102406;59032;91556,5;3440
1593;Stage 4;2825;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;476;C;0,4724412;1,4173236;2,2834658;2,9133874;3,5039389;4,1338605;4,724412;5,5511841;6,4566964;7,5984293;59015,26;90572,23;2825
1594;Stage 2;3440;Tronadura 2;Roca 2;L8;Noreste;12,25;13;14;7;42;151;C;0,2755907;0,4330711;0,7086618;1,3385834;2,2834658;2,7165369;3,0708678;3,7007894;4,5669316;5,7874047;59013,21;91457,95;3440
1595;Stage 2;3440;Tronadura 2;Roca 2;L8;Noreste;12,25;13;14;7;42;151;C;0,2362206;0,5511814;0,787402;1,1023628;1,4566937;2,0078751;2,5984266;3,7007894;5,4724439;11,3779589;59082,1;91605,23;3440
1596;Stage 4;2825;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;476;C;1,0629927;2,1259854;2,6771668;3,149608;3,6220492;4,0551203;4,5669316;5,5905542;7,4409489;9,9212652;59050,9;90588,24;2825
1597;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;143;C;0,5118113;0,787402;1,1023628;1,4566937;1,8503947;2,3228359;2,9133874;3,7795296;5,3149635;8,6220519;59302,46;91391,73;3425
1598;Stage 4;2825;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;36;476;C;0,7086618;1,6929143;2,4803163;3,0314977;3,6220492;4,2126007;4,8818924;5,6299243;6,3779562;7,87402;59084,66;90600,53;2825
1599;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;150;C;0,4724412;1,0236226;1,4566937;1,8503947;2,2834658;2,6771668;3,0708678;3,7401595;4,6063017;7,6771695;59255,55;91401,5;3425
1600;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;150;C;0,3543309;0,8661422;1,5354339;2,0078751;2,4015761;2,7952771;3,1889781;3,5826791;4,4488213;7,0472479;59238,6;91389,1;3425
1601;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;150;C;0,1968505;0,4724412;0,787402;1,3385834;1,9291349;2,5590565;3,2283482;3,9763801;5,4724439;7,7952798;59263;91456;3425
1602;Stage 2;3440;Tronadura 2;Roca 2;L8;Noreste;12,25;13;14;7;42;151;C;0,4724412;0,7086618;0,9842525;1,3385834;1,7716545;2,2440957;2,8346472;3,5826791;4,6850419;8,6220519;58988;91468;3440
1603;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;150;C;0,35;0,43;0,87;1,18;1,61;2,32;3,03;3,78;4,92;9,45;59278,67;91503,19;3425
1604;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;150;C;0,28;0,31;0,35;0,67;1,22;2,28;3,07;3,9;4,88;7,05;59225,3;91464,7;3425
1605;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;150;C;0,51;0,67;0,79;0,94;1,18;1,57;2,24;3,66;5,71;9,06;59209,4;91426,48;3425
1606;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;150;C;0,47;0,67;0,83;1,02;1,26;1,69;2,44;3,62;5,35;9,06;59208,23;9138,58;3425
1607;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;150;C;0,2755907;0,4724412;0,6692917;0,9842525;1,4960638;2,0866153;2,8346472;3,6614193;4,6456718;7,7952798;59166;91371;3425
1608;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;154;C;0,4330711;0,6299216;0,8661422;1,1417329;1,6141741;2,2440957;2,9133874;3,6614193;4,8425223;7,3228386;59160,9;91530,4;3425
1609;Stage 2;3425;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;84;150;C;0,1968505;0,4330711;0,6299216;0,9448824;1,4173236;2,1259854;2,7952771;3,5826791;4,4094512;7,2834685;59166,47;91388,52;3425
1610;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;171;B;0,0787402;0,3543309;0,5905515;1,2598432;1,8897648;2,5984266;3,1102379;3,8188997;5,0393728;6,6535469;59588,63;91854,3;3455
1611;Stage 2;3425;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;84;150;C;0,2362206;0,4330711;0,6299216;0,9448824;1,5354339;2,362206;3,0708678;3,7401595;4,5669316;6,0629954;59164,78;91400,66;3425
1612;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;171;B;0,0787402;0,2362206;0,5118113;0,9842525;1,6929143;2,4015761;3,0708678;3,8976399;4,724412;7,2047283;59643,79;91859,38;3455
1613;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;154;C;0,3543309;0,5511814;0,8267721;1,1417329;1,6141741;2,2440957;2,8740173;3,7401595;4,7637821;7,7952798;59218,39;91562,83;3425
1614;Stage 2;3425;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;84;154;C;0,4330711;0,9055123;1,574804;2,0078751;2,362206;2,755907;3,1102379;3,543309;4,5275615;8,4645715;59250,71;91552,41;3425
1615;Stage 2;3425;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;84;154;C;0,4724412;0,787402;1,8503947;2,3228359;2,7952771;3,0314977;3,3464585;3,7795296;4,1338605;5,5511841;59247,97;91493,71;3425
1616;Stage 4;2840;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;36;523;C;0,7480319;2,0472452;2,9133874;3,543309;4,0157502;4,724412;5,3937037;5,905515;6,4960665;7,8346499;58965,34;90298,25;2840
1617;Stage 2;3410;Tronadura 2;Roca 2;L2;Norte;12,25;13;14;7;84;214;C;0,3149608;0,5118113;0,9842525;1,4960638;1,8897648;2,4015761;3,2283482;3,6614193;4,9212625;7,5984293;59417,86;91424,54;3410
1618;Stage 4;2840;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;36;523;C;0,3543309;0,9842525;1,8110246;2,5590565;3,4251987;4,0944904;4,724412;5,8267748;6,9685077;9,4094539;58981,64;90268,51;2840
1619;Stage 2;3410;Tronadura 2;Roca 2;L2;Norte;12,25;13;14;7;84;214;C;0,0787402;0,3543309;0,5905515;1,1023628;1,7716545;2,362206;3,0708678;3,6614193;4,9212625;7,5984293;59449,2;91445,85;3410
1620;Stage 4;2840;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;36;523;C;0,8267721;2,2047256;2,8346472;3,2677183;3,7795296;4,3700811;4,9212625;5,4330738;6,9291376;11,8504001;59004,1;90240,87;2840
1621;Stage 2;3410;Tronadura 2;Roca 2;L2;Norte;12,25;13;14;7;84;214;C;0,393701;0,8267721;1,574804;2,1259854;2,5196864;2,8740173;3,3464585;3,7795296;4,8425223;5,4724439;59416,62;91481,78;3410
1622;Stage 4;2840;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;36;523;C;1,181103;2,0472452;2,5590565;3,1889781;3,543309;4,1732306;5,0000027;5,5511841;7,2834685;11,9291403;59001,94;90201,48;2840
1623;Stage 2;3410;Tronadura 2;Roca 2;L2;Norte;12,25;13;14;7;84;214;C;0,3149608;0,5118113;1,4566937;2,1259854;2,4409462;2,755907;2,9921276;3,6614193;4,8031522;6,5748067;59463,88;91506,44;3410
